199_1_Pancreas	199_2_Liver	199_3_Stomach	199_4_Duodenum	199_5_Jejunum	199_6_Ileum	199_7_Colon	199_8_Kidney	199_9_Quadriceps	199_10_Thymus	199_11_Heart	199_12_Esophagus	199_13_Brain	199_14_Pancreas	199_15_Liver	199_16_Stomach	199_17_Duodenum	199_18_Jejunum	199_19_Ileum	199_20_Colon	199_21_Kidney	199_22_Quadriceps	199_23_Thymus	199_24_Heart	199_25_Esophagus	199_26_Brain	199_27_Pancreas	199_28_Liver	199_29_Stomach	199_30_Duodenum	199_31_Jejunum	199_32_Ileum	199_33_Colon	199_34_Kidney	199_35_Quadriceps	199_36_Thymus	199_37_Heart	199_38_Esophagus	199_39_Brain
ENSMUSG00000000125	0.00594318856627196	0	0.00512264409835754	0.0176777723123522	0.0299738105737536	0.535168634553247	0.00314385436391753	0	0.00686541234438899	0.021721155854255	0.0332554365517079	0	0.578401424046812	0	0	0.002453696056351	0.104889165352889	0.295093554076028	0.282209970482689	0	0	0.0120058326393105	0.0252002419487623	0	0.00348495418368488	0.656396531313192	0	0	0.00221322510631318	0.0600196337283193	0.408550474521952	0.26101058689324	0.00983586738587998	0.00251472785153319	0.0139536417916085	0.0257168628768875	0	0	0.571109316769014
ENSMUSG00000000126	0.0443132480818523	0.0193630716416224	0.185439716360543	0.022998266891798	0.0308821078638674	0.0579721289185062	0.0296701255594717	0.0625426934576337	1.1154578706546	0.121169977265403	0.127583750292716	0.702460930328772	0.777703600858446	0.0167679993333371	0.0149316808846132	0.276978984243386	0.0514196071192499	0.0949020869908507	0.153054986795715	0.11722651482236	0.0598394488317513	1.04142022551276	0.159257266741768	0.350055926438535	0.979852951312733	0.673822987896728	0.0305249538683516	0.0195513906198813	0.19541475791624	0.0695046017527428	0.0914482907516031	0.0572311221637461	0.109178127983268	0.056497552397779	0.857693960125503	0.125570619516052	0.414759090287146	0.870517312122535	0.722089506672562
ENSMUSG00000000127	0.0779913166240601	0.452431173954625	0.804694207221992	0.65871155470687	0.561327725290295	0.757574055064676	0.901500238853353	0.52197159446009	0.713487977890626	0.356056594003083	0.346776816369382	3.63506851572303	1.38661301181996	0.0589947293618017	0.328496979461491	0.855185243169391	0.843384054311419	0.723805469437682	0.686294129003331	1.24767959994157	0.458431031727993	0.692393519498518	0.369121576741297	0.950407536216199	3.49966843468266	1.35974768175425	0.0859461467073447	0.227315851700772	0.731926561628982	0.572518889605367	0.540487321484189	0.530533812094589	0.994799627407901	0.501939679166025	0.51795311650373	0.299561269917494	0.98654141286922	2.22021508672504	1.26966017966134
ENSMUSG00000000131	0.882198569460123	1.17319984073382	5.30559567329888	7.15040145706035	5.73135590061774	9.57738933524963	12.3484704687748	4.20260072070276	2.08124975220152	33.6239233573701	23.9869999771646	9.29002197520824	18.0834842109577	0.157148871800848	2.67511310279825	6.05124748014797	8.04639978249472	6.61465972493941	6.62694854410527	8.52412411608129	5.26367400331046	3.01123433783391	26.4307160576867	3.86184432096068	8.78053567435983	13.7243026960115	0.427241109639659	0.900230169364787	4.27438862885143	5.02641108782811	7.61708415676425	2.3794788526158	8.7932654429767	5.36978220564054	2.33131986933494	25.3162423723835	5.03716238897133	6.77997997950143	14.1754943654324
ENSMUSG00000000134	0.190911899383227	0.563696585626634	1.74360168982095	3.04641221887622	2.79028927522943	2.54200628254697	3.04619838773835	1.48408949006305	0.625953970499667	2.36696713058868	2.56150522923753	4.71535239419606	3.84025536925503	0.0525533637642393	1.09396520834034	1.33726435071129	3.22047320070465	2.319514026652	2.07391881280688	2.81706388632561	1.62242663809929	0.62138759503174	2.4638400488921	1.12763250315788	3.53548601934831	3.07310721168274	0.064297243254613	0.209001890866959	1.12067304206729	2.44401192471949	2.43577059927505	1.02531454329512	3.54760064873919	1.53783990547426	0.553292231041173	2.38564085781377	1.19255997658445	3.32350876494085	2.87504323828931
ENSMUSG00000000142	0.0719438615917132	0.117912436265402	0.353169720266764	2.01818373418397	2.0641964215125	6.39482681341793	2.84951099909576	0.0660638638667766	0.356829806599618	2.52646855936159	2.68030452459205	1.2089571832144	2.1230558107036	0.00930419475203459	0.351626445929813	0.310897723845885	2.76418824849363	3.87493247728314	4.07455483462471	2.7086198139818	0.09330897105968	0.300488839772456	2.49523707164794	0.235811732872821	1.40114519040708	1.71239139345163	0.0680858013588411	0.139334593911306	0.24775102219494	1.71864510776972	4.95461254663743	1.76814045842731	2.42395115857626	0.127412877811015	0.25708068300844	2.1003444102733	0.223881444962216	1.33570172727412	2.16840839672498
ENSMUSG00000000148	0.083934505190332	0.18293767685294	0.640330512294692	0.674329780730404	0.861065831027831	0.870297639072883	1.44263617124266	0.700042212293889	0.425827200660727	3.42278566711217	3.17976353393469	0.996026692257214	1.77896572878038	0.0179949261138251	0.359385064428681	0.606062925918696	0.965526974877079	0.623552352666253	0.569643120452719	1.24710683195384	0.854994158731633	0.447989069341127	3.06823273694193	0.534441498105136	1.0876929224412	1.72279886057791	0.0303084648338243	0.132776216045143	0.521409797104958	0.647932159963488	1.01535525876494	0.28248862816293	1.32980927057097	0.753580112842779	0.316231990603302	3.37091816678452	0.669772985422679	1.0327609660214	1.62226430820774
ENSMUSG00000000149	0.248571255122673	1.31625537002641	1.90547724332905	1.23418311357402	1.57298924701899	2.16482959192903	2.36516093615471	7.09314627704632	1.90480865495073	4.36723004175551	4.69738270135099	4.01003205709526	9.71004206473744	0.0921217524349798	2.78241626052787	1.92918244054043	2.25836281101822	1.96618867790497	1.89411481590933	3.70065396873258	8.25632259686223	2.04202062005186	3.96284132612299	9.5515957389728	4.30972667382364	9.93235415025791	0.250153079396314	0.593966297312849	1.41893767257102	1.39460128214843	1.98132145973845	1.24074977432341	2.73338754653605	7.26219873818098	1.95411653090309	3.52180382319501	9.18764537737801	5.11316123780033	9.13870012461857
ENSMUSG00000000154	0.154001570392696	6.20499745793215	4.36156554660156	13.5068478197815	12.3112431296597	10.2456791547269	11.1117567583688	56.0974425358697	0.0834147599843263	0.288976553864942	0.247219660403262	2.20079007887264	0.0802710147509843	0.0710595093699345	5.87488448295389	3.29834483998429	10.7009156463686	6.85813157995574	7.37924466844864	11.397128342542	51.7208921975949	0.230683498569608	0.247871232282908	0.0743726445292471	1.65438519442152	0.166035405782024	0.0243550163843231	1.65135004950833	3.06622810022871	10.0562429837962	6.49055988805892	5.38168993838631	8.43917421708502	44.4845298024815	0.0640047482180305	0.139433615910624	0.073492997130454	1.28929378086944	0.12339955678731
ENSMUSG00000000157	0	0.0131495486521466	0.493237446041854	0.289881140151095	0.33570667842604	0.46520844193863	0.326174890256444	0.0779687733453074	0.0164769896265336	0.0208693458207549	0.0257259037475476	0.0120095084425272	0.0157541243903801	0	0.115793721369893	0.747222616689947	0.308688471975032	0.377562365988476	0.205286781669124	0.337933112761527	0.162276471408139	0	0.00991484929131632	0	0	0	0.0260869286605416	0.0167053021119239	0.45110735255148	0.269932860498348	0.179929747642944	0.0504210115172591	0.479990328430943	0.234707932809764	0	0.0130593444296694	0.0268793832097494	0.0241247657897296	0.0154546651082373
ENSMUSG00000000159	0.45887671719584	5.96339256401578	12.4901772018753	7.80001668232494	7.86894274317143	8.08961695266513	6.52231885974241	8.10892010269336	0	0.0883752909756455	0.00941191600520035	0	0.0832718003491519	1.10955078515472	7.11479955248991	13.0678078558768	9.09768304565706	9.08353043576109	9.18519854573831	7.51891629761268	8.21490828905494	0.0295000459137343	0.100387849074578	0	0.0623419581748074	0.0655912463074761	0.558433464563213	10.5544098743135	23.8995764053789	10.0534441407726	7.70416945654489	10.3513681826602	5.74827761765598	6.46318587548717	0	0.0140639093857979	0	0.525220091849687	0.0672872342404791
ENSMUSG00000000167	0.0397255235745547	0.138720513253414	0.151776626571336	0.0851279132711328	0.13878782592938	0.193240429728354	0.337571362325645	0.470327761792661	0.14966598910768	0.368620791997211	0.338619822498208	0.155742355516582	0.188799427218047	0.032002340191064	0.23290494399431	0.184748879537016	0.284430717121432	0.19499782053344	0.261475530699609	0.434158134700402	0.50069052949053	0.0706629006770844	0.484588259113085	0.117987236944648	0.237944927319374	0.518679117479414	0.0939562409848554	0.266666118897748	0.267539858439623	0.159067578507955	0.17085472642332	0.153489416878514	0.448122118100692	0.639579116906608	0.076896699873321	0.31000874546123	0.0775759414154793	0.644002335623546	0.450800693003351
ENSMUSG00000000168	0.250135252113797	3.36527295120705	7.56555988823427	7.91312009935251	7.90581961315004	4.39926152382503	10.4713929226183	12.3554516161197	14.7747106357423	5.69775731408282	6.13238616161054	9.75877405870307	11.6135403958418	0.310207987666736	3.39461517679702	6.28983333786257	7.8142428187902	4.5667891512662	4.36562838241925	7.91145329187127	12.1937245223933	12.6666679701571	5.989395209396	32.8841007530805	6.70543906654124	11.5372823947777	0.397040889323099	1.40200794761554	5.2928627468919	5.79080621582919	4.21377667976614	3.04804836896802	10.6789979381976	11.7139376294885	10.9275215630632	5.53113464844307	36.1451148965785	20.8883640035563	10.9492735830682
ENSMUSG00000000171	2.47862243153363	53.1286560712459	25.9561449238577	56.1893999958123	64.7953854443023	31.4783292237774	44.9068157341981	56.4631412340764	35.4210651790234	16.7766115622948	18.9089575618255	17.2999828521376	14.5858185308268	6.58358686020065	43.1513866443059	23.1428281983162	46.8635907675211	36.6778467148321	38.7745103415242	46.1987021997645	49.1939432693863	29.0479405589168	18.9125750231859	63.2283024620298	14.6790142388123	17.9141553337559	3.64221151688757	29.7531330051653	30.5764859819894	65.2825470516416	44.8768525292385	40.2007379645438	44.7681471241804	47.0527375329907	33.7761549867637	18.6284516334542	60.0754214737899	41.0122860010579	17.9499991130211
ENSMUSG00000000182	0	0	0	0	0	0.00483101074320885	0	0	0	0.0592007973282638	0.0884720104488833	0	0.0375098199770955	0	0.0054163940463793	0	0	0.00330504780565152	0	0	0	0.015264558641409	0.0285051917125344	0	0	0.0377573225976615	0	0	0	0	0	0	0	0	0.00470177060369418	0.0309406006487553	0	0	0.0549235021538893
ENSMUSG00000000183	0	0	0	0.00463397914983989	0	0	0	0	0.248184656249662	0	0.00627461067013356	0.203780389286691	0	0	0	0	0	0	0	0	0	0.24131723605014	0	0.0633062554089215	0.212582205204778	0	0	0	0	0	0	0	0	0	0.144389858539254	0.0024109558947082	0.0862521980211578	0.0964990631589186	0
ENSMUSG00000000184	0.368060625244562	0.280909039338164	4.12914386579608	3.92206264933856	3.53872624228315	11.6545450285056	10.0440252200233	0.637331844054868	0.706450930237627	9.19401159658439	8.5828307819867	4.10668000598989	3.7072205410696	0.408668861800904	0.311369463152669	3.25706501221274	5.55519669073385	9.59974742635809	8.36547592255836	6.4041188708248	0.577264739436245	0.661692890320853	7.24899418811364	3.58306895973836	3.01874475733415	4.04560030269174	0.785638706299632	0.168537936862521	2.67995522432099	2.84813375907157	6.46734877609334	4.43914443217926	11.3037722345487	0.797671674506328	0.861030700553931	6.50074074409822	4.78367959794268	5.16417314714198	3.9126456772485
ENSMUSG00000000194	0.147641315962124	0.728571695649702	3.1294964603166	7.02957474144971	8.90930645926771	6.40323635063759	6.2655052563899	3.26362194493132	2.21169258674491	4.98159802841753	4.41167876217091	3.54680816002636	4.35939127773803	0.146413262471577	0.816411610720469	2.89536134649417	6.93242218108399	4.39240853371087	4.51219396439736	6.4083191694015	3.14292336759534	2.00566009834423	5.10697362246885	2.36055844397534	3.87701152934943	3.16725848405768	0.0880027925353542	0.334229785217085	2.18367204165829	5.85502411409291	6.7881158722793	2.86928296449774	5.68178715412743	3.39605613923386	1.4534537966194	3.93548367212869	2.05848441036688	3.13548291859494	4.15040975583676
ENSMUSG00000000197	0.0180380986309658	0	0.0554709175222145	0.00617863886645318	0.00145327566418199	0.0060834950099667	0.00275087256842784	0.00855141385077565	0.0238573078967518	0.00936991036850218	0.0184055246323918	0.0217314914674301	5.3684054351219	0.00777053627642449	0	0.0795286192381999	0.0227202915178081	0.0135349576802872	0.0297562952612145	0.0706413851535395	0.00878997553460754	0.0219535225404534	0.00371806848424362	0.0214818141747497	0.0484021414400678	5.1340277368051	0.0117986523817388	0.00457849020845321	0.0756402227510563	0.00870751162897896	0.0134380121905982	0.00995323863717323	0.0424909471070015	0.00335297046871092	0.0194137624926727	0.0174794302366345	0.0207549667822116	0.061140627802979	5.06389934577288
ENSMUSG00000000202	0.0107394460057195	0	0.0412738753067664	0.0586970692313053	0.0170759890541384	0.00590456868614415	0	0	0.00617887110995009	0	0	0.0358378982094462	3.75048186677652	0	0	0.0350734200996054	0.0225494622582757	0.0483166512540484	0.00617284848503919	0.0444849803804722	0	0.023497129594079	0.0225149702656975	0	0.0180055966157052	4.29223307017262	0	0.00358854637959847	0.0196586465325465	0.00450924709357839	0.0467712632088352	0.0117867299650736	0.0200651694671952	0	0.0144086518500306	0.00663012871044756	0	0.0609564692855001	4.00347155526921
ENSMUSG00000000204	0.00250239518579872	0.0260100962350152	0.0199051313536179	0.629877906663422	0.691032578318538	1.41047621069316	8.20762128969996	0.0134139825110206	0.034327061721945	0.182713252185792	0.157701881509357	0.134582745403558	0.00375098199770955	0.00245385356097616	0.0324983642782758	0.0575896897931792	0.786497910887132	1.6018465031391	1.63912869002733	3.86904775712562	0.0158895711587136	0.0149215348517144	0.165867166269313	0.0257130806031095	0.0319454133504448	0.00871322829176804	0.0213241699009407	0.0175715029621718	0.0208303539417711	0.509855904132536	0.635600524651409	0.489935075548224	7.72174604995894	0.021794308046621	0.0304856739142752	0.161132218962998	0.0399788294575386	0.0751366751313717	0.026867340880474
ENSMUSG00000000214	0.0143887723183426	0	0.0427374879062972	0.0109842468736945	0.0159860323060019	0.0135984006105138	0.0432279975038661	0	0.0487444276451618	0.0438682167252602	0.0455955042029706	1.045017861618	2.90726111369141	0	0.00995445392307547	0.0243926255013717	0.0421948271045008	0.0157383228840548	0.00585629215247307	0.0208105702209076	0	0	0.0801450317714736	0	0.7275809901271	3.05689092569529	0	0	0.0929554544651535	0.0457144360521395	0.0853401033922403	0.0111319116336806	0	0	0	0.0263196018505646	0.00442318964211066	0.394099227404744	2.25780769027417
ENSMUSG00000000215	230.992971607097	0.0732617710619594	0.0913294262107172	3.38572246995894	0.0723004642930542	0	0.101978775929575	0.151913351937309	0.0750046298624498	0.269597875602813	0.545681974612616	0.100841745493601	0.232060752924964	200.169014480695	0.0868086937703493	0.0355064252860203	0.0208411696629518	0	0.0443178865592557	0	0	0.0202384035919805	0.137361974556778	0	0	0.115208240746711	180.65360464201	0	0.0972517149656438	0.0258115523287591	0	0	0.155013270001468	0.0434209675698064	0.0811434604185931	0.262794192523194	0.0651569858818609	0.0545109211737403	0.345708970267338
ENSMUSG00000000216	0.00302372751617345	0	0.0791814416346122	0.00360420600543102	0.00690305940486447	0.00590456868614415	0.138722573807861	2.53541036936429	0	0.2150820334588	0.258723113298507	0.22760877905361	0.0500130933027939	0	0	0.108106961541582	0.13000106650415	0.00613794592478139	0	0.00420029857669694	2.58137916132676	0.00617442821450252	0.193959239261375	0	0.108033579694231	0.0457444485317822	0	0	0.106104615390897	0	0	0.00235734599301471	0.40071323730075	2.14472756031094	0.00576346074001222	0.20714129395368	0	0.119150560808817	0.0366156681025929
ENSMUSG00000000223	0	0	0.0676189020983195	0.0314080809044704	0.0181659458022749	0.0602981711281993	0.0833121406438146	0.00234744693942861	0.271527058220585	0.121808834790528	0.0905635473389278	0.753739625107181	3.42339623657624	0	0.00629472821606243	0.0713015206963171	0.0469780463714078	0.0594908605017273	0.0709086184948091	0.0862970434848645	0.0015213419194513	0.230340474779913	0.0937779495470335	0.00537045354368742	0.631551141510005	3.09682655536589	0.0109326962436295	0.00148491574328212	0.04504564039908	0.0194364098861138	0.0282721814919078	0.0216090049359682	0.109374845330985	0.00754418355459957	0.188829174245137	0.0693149819728609	0.0239872976745232	0.801273709550486	2.98441471443991
ENSMUSG00000000244	0	0.0598232213405349	0.0772787452552223	0.509737706482388	0.201823657863274	0.266779148819422	0.489262335384666	0.108485583557879	0.129069752074513	7.59473825868776	7.22793318461586	0.330928677082971	0.0465121767715984	0.0752515092032688	0.0149316808846132	0.0534039729911687	0.256756377077185	0.288798224922406	0.292972885789937	0.191113585239711	0.147908242168877	0.0572849728789956	7.12836352173596	0.104154250544241	0.19283413149723	0.0372732543592299	0.0949304416402283	0.0685536101481914	0.0529872128393802	0.242255412820522	0.893540550855359	0.213994630699224	0.27619115619551	0.0549887156868591	0.0981305025996818	8.33366996305013	0.0670283353458307	0.306255614567331	0.0423220059887113
ENSMUSG00000000247	0	0.0760072812200999	0.0225396340327732	0	0.00599476211475072	0	0.0115929629669459	0	0.0353568735736033	0.156094188638911	0.0828248608457631	0	3.85075811884862	0	0.12062455930315	0	0.0155454626174477	0.00220336520376768	0	0	0	0.0313866767570545	0.131784871830413	0.00764882777434269	0	3.92143679953405	0	0.0076720646736243	0	0	0.0308899760744919	0	0.0106227367767504	0	0.00303340038948012	0.140036354884301	0	0.00570891404184442	4.02915007575675
ENSMUSG00000000248	0	0	0.00321994771896759	0.0806655629786943	0.107179080233422	0.0490258127273787	0	0	0	0.223387181285427	0.231533133727929	1.13270633596026	0	0.00388526813821225	0	0.0326197240432544	0.0722607767822017	0.0264403824452121	0.00886357731185114	0.0526946548712889	0	0	0.126001209743812	0.0258758216195849	1.00579649912461	0	0.0457874308025274	0	0	0.0447814883776061	0.0521813720128422	0.0303835705766341	0.0358025572846031	0	0.00364008046737614	0.0922190629725888	0	0.464631939599144	0
ENSMUSG00000000253	0.0232514219347131	0.218484808374127	3.06275572577799	0.156010631377943	0.110448950477831	0.486321748149691	3.19002972488757	11.9340848904923	22.0192653768502	5.30571174616436	4.91511169160463	5.54438973096671	5.39991368390266	0.0438626324024488	0.153122923581426	2.98268405908784	0.32423393459248	0.509606894985696	0.56299543746883	2.41879921218971	10.1997523799657	19.2968032892688	3.31610396922484	13.287641254198	5.83400691205426	5.81995243066262	0.0107162072091022	0.0417013837905063	2.0588201077198	0.188144447697581	0.383419646529145	0.77556683170184	3.90326561341261	8.82652711035806	18.09969344395	3.8127258344898	12.574617784485	6.27943712899391	5.52777706309859
ENSMUSG00000000263	0	0	0	0	0	0	0	0	0.00583560049273065	0	0	0.00571881354406056	1.29833990214053	0	0	0.00303103630490417	0	0	0.00585629215247307	0	0	0	0	0	0	1.38104668424523	0	0	0	0	0	0.00288120065812909	0	0	0	0	0	0	0.937265997794943
